stop_id,name,lat,lng,collected_at,ars_no,city_code,city_name,managing_city
BSB177190401,강서구청,35.21242192,128.9826886,2025-10-31,12001,21,부산광역시,부산BIS
BSB177190402,강서구청,35.21225774,128.9829393,2025-10-31,92315,21,부산광역시,부산BIS
BSB177210101,롯데마트,35.08466343,128.9728738,2025-10-31,,21,부산광역시,부산BIS
BSB177240101,사하경찰서,35.08609487,128.9776494,2025-10-31,10133,21,부산광역시,부산BIS
BSB177240102,사하경찰서,35.08601639,128.9776424,2025-10-31,,21,부산광역시,부산BIS
BSB177240201,장림,35.08484222,128.9792546,2025-10-31,10137,21,부산광역시,부산BIS
BSB177240301,제일제당,35.08421068,128.9772115,2025-10-31,10139,21,부산광역시,부산BIS
BSB177240302,제일제당,35.08412649,128.9771999,2025-10-31,,21,부산광역시,부산BIS
BSB177240303,장림역,35.08310153,128.9771968,2025-10-31,,21,부산광역시,부산BIS
BSB177240401,자동차검사장.롯데마트,35.08536959,128.9732537,2025-10-31,10142,21,부산광역시,부산BIS
BSB184490102,내리,35.20069317,129.2067866,2025-10-31,16051,21,부산광역시,부산BIS
BSB184490103,내리초등학교,35.2042978,129.2065646,2025-10-31,16204,21,부산광역시,부산BIS
BSB184510101,반송보건지소,35.2292101,129.1487738,2025-10-31,9234,21,부산광역시,부산BIS
BSB184510102,반송보건지소,35.22928933,129.1487838,2025-10-31,,21,부산광역시,부산BIS
BSB184510301,반송1동주민센터,35.22502638,129.1485616,2025-10-31,,21,부산광역시,부산BIS
BSB184520101,반송주공아파트,35.23266688,129.1594576,2025-10-31,9245,21,부산광역시,부산BIS
BSB184520301,고촌역.대진여객,35.23499969,129.1591979,2025-10-31,9243,21,부산광역시,부산BIS
BSB184530301,송운초등학교,35.22999504,129.1561048,2025-10-31,9246,21,부산광역시,부산BIS
BSB184530302,본동,35.22992745,129.1519671,2025-10-31,9236,21,부산광역시,부산BIS
BSB184540101,풍산금속,35.21271284,129.1253876,2025-10-31,9210,21,부산광역시,부산BIS
BSB184540201,반여농산물도매시장남문,35.21336663,129.122351,2025-10-31,9261,21,부산광역시,부산BIS
BSB184540301,반여농산물도매시장동문,35.21477405,129.1249354,2025-10-31,9325,21,부산광역시,부산BIS
BSB184550101,중리,35.20840724,129.1236235,2025-10-31,9207,21,부산광역시,부산BIS
BSB184550102,반석초등학교,35.20995708,129.1251453,2025-10-31,9208,21,부산광역시,부산BIS
BSB184550201,중리,35.20849228,129.1234681,2025-10-31,9206,21,부산광역시,부산BIS
BSB184560101,디지털엣지코리아,35.17510349,129.1275396,2025-10-31,9318,21,부산광역시,부산BIS
BSB184560102,부산디자인진흥원,35.17395785,129.1299527,2025-10-31,9319,21,부산광역시,부산BIS
BSB184570101,반송도개공입구,35.228827,129.1611839,2025-10-31,9250,21,부산광역시,부산BIS
BSB184570102,남흥아파트,35.22816562,129.1626435,2025-10-31,9252,21,부산광역시,부산BIS
BSB184570103,반송주공아파트입구,35.23003842,129.1589403,2025-10-31,9249,21,부산광역시,부산BIS
BSB184580101,반송주공아파트,35.23257965,129.1596697,2025-10-31,9244,21,부산광역시,부산BIS
BSB184580201,삼한아파트,35.22863116,129.1610389,2025-10-31,9251,21,부산광역시,부산BIS
BSB184580202,반송주공아파트입구,35.22996056,129.1585854,2025-10-31,9248,21,부산광역시,부산BIS
BSB184590101,반여2동,35.19574704,129.1308932,2025-10-31,9179,21,부산광역시,부산BIS
BSB184590102,수협장산지점,35.19827718,129.1313302,2025-10-31,9180,21,부산광역시,부산BIS
BSB184590201,반산초등학교,35.19421384,129.1303805,2025-10-31,9176,21,부산광역시,부산BIS
BSB184590202,한국마트,35.19428517,129.1303868,2025-10-31,,21,부산광역시,부산BIS
BSB184590301,반여시장입구,35.19519618,129.1274501,2025-10-31,9184,21,부산광역시,부산BIS
BSB184590302,더샵센텀그린,35.19441887,129.1251551,2025-10-31,9187,21,부산광역시,부산BIS
BSB184590303,재송삼익아파트,35.19197052,129.1207511,2025-10-31,9189,21,부산광역시,부산BIS
BSB184590304,반여시장,35.19499575,129.1291677,2025-10-31,9327,21,부산광역시,부산BIS
BSB184590305,제반보건지소,35.19286765,129.1228609,2025-10-31,9343,21,부산광역시,부산BIS
BSB184600101,센텀파미르아파트,35.19451626,129.1257946,2025-10-31,9186,21,부산광역시,부산BIS
BSB184600102,반여시장입구,35.19497416,129.127498,2025-10-31,9185,21,부산광역시,부산BIS
BSB184600103,재송삼익아파트,35.19186269,129.1211127,2025-10-31,9188,21,부산광역시,부산BIS
BSB184600104,반여시장,35.19478123,129.1291285,2025-10-31,9328,21,부산광역시,부산BIS
BSB184600105,재반보건지소,35.19264016,129.1229868,2025-10-31,9337,21,부산광역시,부산BIS
BSB184600106,반여시장입구,35.19495651,129.1276784,2025-10-31,,21,부산광역시,부산BIS
BSB184600107,보훈아파트,35.1946853,129.1261218,2025-10-31,,21,부산광역시,부산BIS
BSB184600108,재송삼익아파트,35.19200916,129.121702,2025-10-31,,21,부산광역시,부산BIS
BSB184600301,원동IC교차로,35.19335769,129.1182933,2025-10-31,9701,21,부산광역시,부산BIS
BSB184640101,일동아파트,35.20461536,129.1182633,2025-10-31,9264,21,부산광역시,부산BIS
BSB184640102,송보자유아파트,35.20474967,129.1183647,2025-10-31,,21,부산광역시,부산BIS
BSB184640201,센텀SK뷰아파트,35.20205051,129.116011,2025-10-31,9265,21,부산광역시,부산BIS
BSB184640202,안락현대아파트,35.19921513,129.1133959,2025-10-31,9267,21,부산광역시,부산BIS
BSB184640203,우방아파트,35.20370379,129.1172558,2025-10-31,,21,부산광역시,부산BIS
BSB184640204,센텀SK뷰아파트113동,35.20274227,129.1165389,2025-10-31,,21,부산광역시,부산BIS
BSB184650101,벽산한솔타운,35.20636483,129.1192785,2025-10-31,9401,21,부산광역시,부산BIS
BSB184650102,센텀강변현대아파트,35.20846285,129.1198391,2025-10-31,9333,21,부산광역시,부산BIS
BSB184650103,센텀SD아파트정문,35.20987936,129.1200339,2025-10-31,,21,부산광역시,부산BIS
BSB184650104,센텀SD아파트후문,35.21152228,129.1197611,2025-10-31,,21,부산광역시,부산BIS
BSB184650105,우신아파트,35.2130327,129.1188303,2025-10-31,9402,21,부산광역시,부산BIS
BSB184650106,대우아파트,35.21462021,129.1171349,2025-10-31,,21,부산광역시,부산BIS
BSB184650301,일동아파트,35.20500021,129.1183061,2025-10-31,9263,21,부산광역시,부산BIS
BSB184650302,송보자유아파트,35.20479068,129.1181754,2025-10-31,,21,부산광역시,부산BIS
BSB184650401,벽산한솔타운아파트,35.20613715,129.1191457,2025-10-31,,21,부산광역시,부산BIS
BSB184710101,무정리길,35.20154567,129.1237016,2025-10-31,9271,21,부산광역시,부산BIS
BSB184710102,선수촌아파트118동,35.20053686,129.1233577,2025-10-31,,21,부산광역시,부산BIS
BSB184710103,인지초등학교,35.20313617,129.1245203,2025-10-31,,21,부산광역시,부산BIS
BSB184710104,선수촌아파트정문,35.20095317,129.1235023,2025-10-31,,21,부산광역시,부산BIS
BSB184710105,센텀롯데캐슬3차아파트,35.19969242,129.1231978,2025-10-31,,21,부산광역시,부산BIS
BSB184710201,무정초등학교,35.19801098,129.1227126,2025-10-31,9272,21,부산광역시,부산BIS
BSB184710202,무정초등학교,35.1984307,129.1226912,2025-10-31,,21,부산광역시,부산BIS
BSB184730101,부일교회,35.18767018,129.1223962,2025-10-31,9163,21,부산광역시,부산BIS
BSB184730102,재송시장입구,35.18729442,129.125206,2025-10-31,9164,21,부산광역시,부산BIS
BSB184730202,해운대경찰서,35.18613966,129.1207662,2025-10-31,,21,부산광역시,부산BIS
BSB184730203,해운대경찰서,35.1862404,129.1207649,2025-10-31,9706,21,부산광역시,부산BIS
BSB184730302,동해선재송역,35.18931258,129.1208063,2025-10-31,9703,21,부산광역시,부산BIS
BSB184740302,해운대경찰서,35.18532843,129.1211145,2025-10-31,,21,부산광역시,부산BIS
BSB184740303,해운대경찰서,35.18522041,129.1211171,2025-10-31,9705,21,부산광역시,부산BIS
BSB184750101,센텀동부센트레빌,35.18315998,129.1227385,2025-10-31,9156,21,부산광역시,부산BIS
BSB184750102,재송농협,35.185436,129.1253704,2025-10-31,9167,21,부산광역시,부산BIS
BSB184750402,동부지청어귀교차로,35.18227236,129.1224783,2025-10-31,9708,21,부산광역시,부산BIS
BSB184790101,재송초등학교,35.18414287,129.1261959,2025-10-31,9152,21,부산광역시,부산BIS
BSB184790102,재송노인복지회관,35.18035541,129.1266532,2025-10-31,9149,21,부산광역시,부산BIS
BSB184790103,유창맨션,35.18022418,129.1266781,2025-10-31,,21,부산광역시,부산BIS
BSB184790104,재송초등학교,35.18407578,129.1262085,2025-10-31,,21,부산광역시,부산BIS
BSB184790201,재송농협,35.18526109,129.1249961,2025-10-31,9166,21,부산광역시,부산BIS
BSB184790202,센텀동부센트레빌,35.18336781,129.122489,2025-10-31,9157,21,부산광역시,부산BIS
BSB184800201,재송농협,35.18632514,129.1254108,2025-10-31,9171,21,부산광역시,부산BIS
BSB184800202,재송농협,35.1863781,129.1254024,2025-10-31,,21,부산광역시,부산BIS
BSB184800301,재송시장입구,35.18747892,129.1249025,2025-10-31,9165,21,부산광역시,부산BIS
BSB184800302,부일교회,35.18787288,129.1219798,2025-10-31,9162,21,부산광역시,부산BIS
BSB184800303,부일교회,35.18791828,129.1215792,2025-10-31,,21,부산광역시,부산BIS
BSB184800304,재송시장,35.1874821,129.1248073,2025-10-31,,21,부산광역시,부산BIS
BSB184810101,인지중학교,35.20414963,129.1251876,2025-10-31,9287,21,부산광역시,부산BIS
BSB184810201,무정리길,35.20162472,129.1234846,2025-10-31,9270,21,부산광역시,부산BIS
BSB184810202,선수촌아파트정문,35.201263,129.1233437,2025-10-31,,21,부산광역시,부산BIS
BSB184810203,센텀롯데캐슬3차아파트,35.19971946,129.1229405,2025-10-31,,21,부산광역시,부산BIS
BSB184810301,센텀롯데캐슬아파트,35.20383,129.1232017,2025-10-31,,21,부산광역시,부산BIS
BSB184810302,센텀롯데캐슬아파트,35.20401456,129.1226793,2025-10-31,,21,부산광역시,부산BIS
BSB184820101,반여3동,35.19986313,129.1313438,2025-10-31,9183,21,부산광역시,부산BIS
BSB196710203,동백,35.28974904,129.2572076,2025-10-31,,21,부산광역시,부산BIS
BSB196710204,동백선착장,35.28622704,129.2568387,2025-10-31,,21,부산광역시,부산BIS
BSB196720201,새끝,35.30901849,129.2593615,2025-10-31,16143,21,부산광역시,부산BIS
BSB196720202,문동,35.30633284,129.2566418,2025-10-31,16365,21,부산광역시,부산BIS
BSB196720203,문동,35.3064028,129.256716,2025-10-31,,21,부산광역시,부산BIS
BSB196720204,새끝,35.30897963,129.2593033,2025-10-31,,21,부산광역시,부산BIS
BSB196740101,새끝,35.30901405,129.2595977,2025-10-31,16064,21,부산광역시,부산BIS
BSB196740102,문동,35.30643479,129.2569744,2025-10-31,16015,21,부산광역시,부산BIS
BSB196740103,문동,35.30649515,129.257026,2025-10-31,,21,부산광역시,부산BIS
BSB196740104,새끝,35.30896009,129.2595463,2025-10-31,,21,부산광역시,부산BIS
BSB196740201,문중,35.30232125,129.2572175,2025-10-31,16382,21,부산광역시,부산BIS
BSB196740202,문중,35.30225502,129.2572401,2025-10-31,,21,부산광역시,부산BIS
BSB196750101,기장문화예절학교,35.32363523,129.2725648,2025-10-31,16057,21,부산광역시,부산BIS
BSB196750102,기장문화예절학교,35.32361004,129.2724597,2025-10-31,,21,부산광역시,부산BIS
BSB196750201,묘관음사입구,35.32130161,129.2661902,2025-10-31,16016,21,부산광역시,부산BIS
BSB196750202,임랑삼거리,35.31696504,129.2588904,2025-10-31,16047,21,부산광역시,부산BIS
BSB196750203,임랑마을,35.31780643,129.2614378,2025-10-31,16342,21,부산광역시,부산BIS
BSB196750204,묘관음사입구,35.3212621,129.2661181,2025-10-31,,21,부산광역시,부산BIS
BSB196760101,월내시장,35.32641623,129.2770158,2025-10-31,16338,21,부산광역시,부산BIS
BSB196760102,동해선월내역.월내시장,35.32645304,129.2770923,2025-10-31,,21,부산광역시,부산BIS
BSB196760301,기장문화예절학교,35.3239048,129.2727352,2025-10-31,16137,21,부산광역시,부산BIS
BSB196760302,기장문화예절학교,35.32386798,129.2726374,2025-10-31,,21,부산광역시,부산BIS
BSB196770101,임랑삼거리,35.3173157,129.261125,2025-10-31,16048,21,부산광역시,부산BIS
BSB196770102,묘관음사입구,35.32107538,129.2661331,2025-10-31,16108,21,부산광역시,부산BIS
BSB196770103,묘관음사입구,35.3211318,129.266192,2025-10-31,,21,부산광역시,부산BIS
BSB196770104,임랑삼거리,35.31726952,129.2610636,2025-10-31,,21,부산광역시,부산BIS
BSB196770201,임랑해수욕장입구,35.31660946,129.2603823,2025-10-31,16168,21,부산광역시,부산BIS
BSB196770202,임랑해수욕장입구,35.31653247,129.2603456,2025-10-31,,21,부산광역시,부산BIS
BSB196770301,임랑삼거리,35.31716514,129.2601799,2025-10-31,,21,부산광역시,부산BIS
BSB196780101,이동,35.27191757,129.2440587,2025-10-31,16054,21,부산광역시,부산BIS
BSB196780102,이동,35.2718538,129.2440113,2025-10-31,,21,부산광역시,부산BIS
BSB196790202,미동마을,35.28609289,129.168429,2025-10-31,,21,부산광역시,부산BIS
BSB196810101,이곡,35.27530293,129.1790263,2025-10-31,,21,부산광역시,부산BIS
BSB196820201,웅천,35.2891086,129.1680973,2025-10-31,,21,부산광역시,부산BIS
BSB196830101,웅천,35.28932798,129.1681486,2025-10-31,16030,21,부산광역시,부산BIS
BSB196840101,장전리,35.27520403,129.1448646,2025-10-31,,21,부산광역시,부산BIS
BSB196850201,철마면행정복지센터,35.27432038,129.1504677,2025-10-31,16033,21,부산광역시,부산BIS
BSB196850202,구림마을,35.27205716,129.157649,2025-10-31,16200,21,부산광역시,부산BIS
BSB196850203,철마면사무소,35.27450018,129.150247,2025-10-31,,21,부산광역시,부산BIS
BSB196850301,철마면행정복지센터,35.27404114,129.1498365,2025-10-31,16308,21,부산광역시,부산BIS
BSB196850401,장전리,35.27546401,129.1454484,2025-10-31,,21,부산광역시,부산BIS
BSB196860201,철마삼거리,35.27763187,129.1347199,2025-10-31,,21,부산광역시,부산BIS
BSB196880101,철마삼거리,35.27729256,129.1337769,2025-10-31,,21,부산광역시,부산BIS
BSB196900201,대선주조정문,35.35974379,129.2580559,2025-10-31,16344,21,부산광역시,부산BIS
BSB196930101,기장구조대,35.3244532,129.21273,2025-10-31,16173,21,부산광역시,부산BIS
BSB196930102,기장구조대,35.32445997,129.2128213,2025-10-31,,21,부산광역시,부산BIS
BSB196930201,서편마을,35.32440363,129.2027292,2025-10-31,16022,21,부산광역시,부산BIS
BSB196930202,예림마을,35.32518695,129.2063019,2025-10-31,16021,21,부산광역시,부산BIS
BSB196930203,서편마을,35.32436637,129.2026537,2025-10-31,,21,부산광역시,부산BIS
BSB196930204,예림마을,35.32516775,129.2063919,2025-10-31,,21,부산광역시,부산BIS
BSB196940101,광명사입구,35.32132193,129.2283202,2025-10-31,16049,21,부산광역시,부산BIS
BSB196940102,광명사입구,35.32134161,129.2285082,2025-10-31,,21,부산광역시,부산BIS
BSB196940103,내덕입구,35.32163167,129.2321583,2025-10-31,,21,부산광역시,부산BIS
BSB196940201,기장구조대,35.32463003,129.2127226,2025-10-31,16020,21,부산광역시,부산BIS
BSB196940202,기장구조대,35.32462571,129.2126279,2025-10-31,,21,부산광역시,부산BIS
BSB196950101,내덕입구,35.32166405,129.2323377,2025-10-31,16114,21,부산광역시,부산BIS
BSB196950102,부산장안고등학교,35.32038251,129.2371321,2025-10-31,16139,21,부산광역시,부산BIS
BSB196950201,광명사입구,35.32180812,129.228159,2025-10-31,16073,21,부산광역시,부산BIS
BSB196950202,광명사입구,35.32183548,129.2279774,2025-10-31,,21,부산광역시,부산BIS
BSB196950203,내덕입구,35.32225623,129.2321047,2025-10-31,,21,부산광역시,부산BIS
BSB196960201,청광.아시아드컨트리클럽,35.29517039,129.2366683,2025-10-31,16246,21,부산광역시,부산BIS
BSB196970201,청광.아시아드컨트리클럽,35.29545688,129.2367536,2025-10-31,,21,부산광역시,부산BIS
BSB196980101,청광.아시아드컨트리클럽,35.29505809,129.2369004,2025-10-31,16245,21,부산광역시,부산BIS
BSB196980102,청광.아시아드컨트리클럽,35.29531681,129.2369823,2025-10-31,,21,부산광역시,부산BIS
BSB197040301,고원1차아파트,35.33223574,129.2831105,2025-10-31,16091,21,부산광역시,부산BIS
BSB197060201,갈치고개,35.25082398,129.1794519,2025-10-31,16417,21,부산광역시,부산BIS
BSB197070301,안평삼거리,35.25070336,129.1838498,2025-10-31,16151,21,부산광역시,부산BIS
BSB197080101,갈치고개,35.25069112,129.1793269,2025-10-31,,21,부산광역시,부산BIS
BSB197080201,상신리,35.2563585,129.1767039,2025-10-31,16418,21,부산광역시,부산BIS
BSB197090101,상신리,35.25621042,129.1766049,2025-10-31,,21,부산광역시,부산BIS
BSB197090201,구칠,35.26109443,129.1707263,2025-10-31,,21,부산광역시,부산BIS
BSB197100101,구칠,35.2610551,129.1705338,2025-10-31,16034,21,부산광역시,부산BIS
BSB197100201,점현,35.26595946,129.1648309,2025-10-31,16136,21,부산광역시,부산BIS
BSB197110101,점현,35.26591926,129.1646444,2025-10-31,16036,21,부산광역시,부산BIS
BSB197110201,갓안마을,35.26802137,129.1634369,2025-10-31,,21,부산광역시,부산BIS
BSB197120101,갓안마을,35.26812663,129.163133,2025-10-31,,21,부산광역시,부산BIS
BSB197130101,보림,35.27175432,129.1598485,2025-10-31,16035,21,부산광역시,부산BIS
BSB197130102,마지회관,35.27416777,129.1650268,2025-10-31,,21,부산광역시,부산BIS
BSB197130103,보림,35.27170178,129.1597675,2025-10-31,,21,부산광역시,부산BIS
BSB197130104,마지마을,35.27417982,129.1649048,2025-10-31,,21,부산광역시,부산BIS
BSB197130301,구림마을,35.27220533,129.1577032,2025-10-31,,21,부산광역시,부산BIS
BSB197130302,철마면행정복지센터,35.27440636,129.1507109,2025-10-31,16176,21,부산광역시,부산BIS
BSB197140101,동암정문,35.1963308,129.2222937,2025-10-31,16079,21,부산광역시,부산BIS
BSB197140102,동암후문,35.19795611,129.2232723,2025-10-31,16080,21,부산광역시,부산BIS
BSB197140201,동부산관광단지,35.1912408,129.2150969,2025-10-31,16096,21,부산광역시,부산BIS
BSB197140202,용궁사.국립수산과학원,35.19410843,129.2200228,2025-10-31,16069,21,부산광역시,부산BIS
BSB197150101,동암후문,35.19759192,129.2227163,2025-10-31,16098,21,부산광역시,부산BIS
BSB197150102,동암정문,35.19615239,129.2218277,2025-10-31,16097,21,부산광역시,부산BIS
BSB197150201,해광사,35.20560358,129.2242565,2025-10-31,16090,21,부산광역시,부산BIS
BSB197150202,기차여행,35.20899607,129.2231181,2025-10-31,16065,21,부산광역시,부산BIS
BSB197150301,서암입구,35.21087769,129.2224592,2025-10-31,16337,21,부산광역시,부산BIS
BSB197160101,동부산관광단지,35.19108669,129.2152701,2025-10-31,16052,21,부산광역시,부산BIS
BSB197160102,용궁사.국립수산과학원,35.19370038,129.21981,2025-10-31,16003,21,부산광역시,부산BIS
BSB197160201,당사.공수마을,35.18606489,129.2111588,2025-10-31,16002,21,부산광역시,부산BIS
BSB197160202,공수.양경마을,35.18377028,129.2100782,2025-10-31,16094,21,부산광역시,부산BIS
BSB197160203,공수,35.18399967,129.2102622,2025-10-31,,21,부산광역시,부산BIS
BSB197160204,당사.양경마을,35.18660642,129.2113591,2025-10-31,,21,부산광역시,부산BIS
BSB168440402,남성한빛가든,35.08440698,129.0089786,2025-10-31,10004,21,부산광역시,부산BIS
BSB168440403,감천사거리,35.0863325,129.0068682,2025-10-31,10202,21,부산광역시,부산BIS
BSB168450101,신익아파트,35.07938458,129.0202897,2025-10-31,2125,21,부산광역시,부산BIS
BSB168450102,부산관광고교,35.08210065,129.0220697,2025-10-31,2120,21,부산광역시,부산BIS
BSB168450201,암남동주민센터,35.07967537,129.0217032,2025-10-31,2127,21,부산광역시,부산BIS
BSB168460201,충무동해안시장,35.09615736,129.0252464,2025-10-31,2087,21,부산광역시,부산BIS
BSB168460202,충무동해안시장,35.09620697,129.0258399,2025-10-31,2088,21,부산광역시,부산BIS
BSB168460301,충무쇼핑.충무동새벽시장,35.09280787,129.0238584,2025-10-31,2104,21,부산광역시,부산BIS
BSB168460302,공동어시장,35.08900625,129.0242459,2025-10-31,2107,21,부산광역시,부산BIS
BSB168460303,충무동교차로,35.09566071,129.024165,2025-10-31,2090,21,부산광역시,부산BIS
BSB168460304,대진아파트,35.08729124,129.024419,2025-10-31,2055,21,부산광역시,부산BIS
BSB168460305,등대시장,35.08465013,129.024693,2025-10-31,2116,21,부산광역시,부산BIS
BSB168460306,대림아파트,35.08231242,129.0249093,2025-10-31,2119,21,부산광역시,부산BIS
BSB168460401,자갈치역.충무동교차로,35.09662684,129.0238026,2025-10-31,2091,21,부산광역시,부산BIS
BSB168460402,충무동교차로,35.09675077,129.0229977,2025-10-31,2092,21,부산광역시,부산BIS
BSB168460403,충무시장,35.09672602,129.0231375,2025-10-31,,21,부산광역시,부산BIS
BSB168470101,동대신3동,35.11740747,129.0185638,2025-10-31,2010,21,부산광역시,부산BIS
BSB168470102,동대신3동,35.1176039,129.0186373,2025-10-31,,21,부산광역시,부산BIS
BSB168470201,동신초등학교,35.11507268,129.0181349,2025-10-31,2027,21,부산광역시,부산BIS
BSB168470202,동신초등학교입구,35.11448978,129.0191861,2025-10-31,2026,21,부산광역시,부산BIS
BSB168470203,서여고,35.11399517,129.0200785,2025-10-31,2025,21,부산광역시,부산BIS
BSB168470204,동신초등학교,35.11501672,129.0182197,2025-10-31,,21,부산광역시,부산BIS
BSB168470205,서여자고등학교,35.11408041,129.0199691,2025-10-31,,21,부산광역시,부산BIS
BSB168470401,동아대병원입구,35.1174473,129.0167113,2025-10-31,2006,21,부산광역시,부산BIS
BSB168470402,동아탕,35.11717951,129.0168595,2025-10-31,,21,부산광역시,부산BIS
BSB168480101,초장중학교,35.09441219,129.0188878,2025-10-31,2097,21,부산광역시,부산BIS
BSB168480102,하동상회,35.096082,129.018109,2025-10-31,2095,21,부산광역시,부산BIS
BSB168480103,초장동,35.09285671,129.018436,2025-10-31,2098,21,부산광역시,부산BIS
BSB168480201,아미초등학교,35.09780946,129.0172983,2025-10-31,2079,21,부산광역시,부산BIS
BSB168490101,아미초등학교,35.0976906,129.0170938,2025-10-31,2078,21,부산광역시,부산BIS
BSB168490201,광성사,35.09877845,129.0163951,2025-10-31,,21,부산광역시,부산BIS
BSB168490202,산상교회.비석문화마을,35.09980395,129.0120733,2025-10-31,,21,부산광역시,부산BIS
BSB168490203,세화어린이집,35.09916459,129.0145198,2025-10-31,,21,부산광역시,부산BIS
BSB168490204,아미동공영주차장,35.09918881,129.0133172,2025-10-31,,21,부산광역시,부산BIS
BSB168490205,아미청년회,35.09917995,129.0119605,2025-10-31,,21,부산광역시,부산BIS
BSB168490206,아미초등학교,35.0989047,129.0158053,2025-10-31,,21,부산광역시,부산BIS
BSB168490207,한샘슈퍼,35.09863859,129.0120141,2025-10-31,,21,부산광역시,부산BIS
BSB168490208,미화당슈퍼,35.09945881,129.0131442,2025-10-31,,21,부산광역시,부산BIS
BSB168490301,아미파출소,35.09999879,129.0167726,2025-10-31,2077,21,부산광역시,부산BIS
BSB168500101,토성역.아미동입구,35.09970179,129.0185894,2025-10-31,2067,21,부산광역시,부산BIS
BSB168500102,부산대학교병원,35.09970792,129.0183858,2025-10-31,,21,부산광역시,부산BIS
BSB168500103,아미시장,35.09997131,129.0168426,2025-10-31,,21,부산광역시,부산BIS
BSB168500104,토성역,35.09966197,129.01935,2025-10-31,,21,부산광역시,부산BIS
BSB168500201,아미파출소,35.09943502,129.0160775,2025-10-31,2076,21,부산광역시,부산BIS
BSB168500301,아동보호종합센터,35.10004562,129.0158419,2025-10-31,2068,21,부산광역시,부산BIS
BSB168500302,천주교아파트,35.10027616,129.0134317,2025-10-31,2069,21,부산광역시,부산BIS
BSB168500303,아동보호종합센터,35.10008161,129.015931,2025-10-31,,21,부산광역시,부산BIS
BSB168510101,동원냉장,35.0655834,129.0127539,2025-10-31,2151,21,부산광역시,부산BIS
BSB168510301,감천1.2.3부두,35.06786473,129.0098837,2025-10-31,2152,21,부산광역시,부산BIS
BSB168520101,모지포마을,35.06366693,129.0145162,2025-10-31,2175,21,부산광역시,부산BIS
BSB168520102,모지포마을입구,35.06268916,129.0162568,2025-10-31,,21,부산광역시,부산BIS
BSB168520201,성진수산,35.06218652,129.0120101,2025-10-31,2177,21,부산광역시,부산BIS
BSB168520301,동원냉장,35.06573783,129.0130486,2025-10-31,2153,21,부산광역시,부산BIS
BSB168530401,영락교회,35.10344896,129.0206484,2025-10-31,2061,21,부산광역시,부산BIS
BSB168540101,신익아파트,35.07992534,129.020313,2025-10-31,2124,21,부산광역시,부산BIS
BSB168540102,부산관광고교,35.08245269,129.021766,2025-10-31,2123,21,부산광역시,부산BIS
BSB168540201,남부민동,35.08285849,129.0186472,2025-10-31,2189,21,부산광역시,부산BIS
BSB168540301,남부민2동주민센터,35.08376474,129.0204103,2025-10-31,2121,21,부산광역시,부산BIS
BSB168540302,천마우편취급국,35.08515604,129.0221899,2025-10-31,2115,21,부산광역시,부산BIS
BSB168540303,남부민초등학교,35.08775998,129.0234786,2025-10-31,2108,21,부산광역시,부산BIS
BSB168550201,모지포마을입구,35.06282019,129.0164484,2025-10-31,2147,21,부산광역시,부산BIS
BSB168550202,모지포마을,35.06374793,129.0146844,2025-10-31,2148,21,부산광역시,부산BIS
BSB168550301,휴게소,35.06581598,129.0198588,2025-10-31,2145,21,부산광역시,부산BIS
BSB168550302,암남공원,35.06346935,129.0193476,2025-10-31,2146,21,부산광역시,부산BIS
BSB168560101,송도교차로,35.07833805,129.0182996,2025-10-31,2128,21,부산광역시,부산BIS
BSB168560201,송도초등학교,35.07890367,129.0168396,2025-10-31,2136,21,부산광역시,부산BIS
BSB168560202,송도해수욕장,35.07673569,129.0158819,2025-10-31,2139,21,부산광역시,부산BIS
BSB168560203,송도공영주차장,35.07417241,129.0151844,2025-10-31,2140,21,부산광역시,부산BIS
BSB168560204,송도혜성아파트·풍림아이원아파트,35.07230642,129.0158033,2025-10-31,,21,부산광역시,부산BIS
BSB168560301,송도입구,35.07943788,129.0181268,2025-10-31,2129,21,부산광역시,부산BIS
BSB168570101,구덕운동장,35.11661602,129.0168184,2025-10-31,2007,21,부산광역시,부산BIS
BSB168570102,구덕야구장,35.1167491,129.0167287,2025-10-31,,21,부산광역시,부산BIS
BSB168570301,구덕초등학교,35.1195851,129.0129313,2025-10-31,2002,21,부산광역시,부산BIS
BSB168570501,경남고등학교,35.1188775,129.0183411,2025-10-31,2170,21,부산광역시,부산BIS
BSB168580101,구덕초등학교,35.11936457,129.0127091,2025-10-31,2003,21,부산광역시,부산BIS
BSB168590101,광성사,35.09864273,129.0163449,2025-10-31,,21,부산광역시,부산BIS
BSB168590102,대진슈퍼,35.09831993,129.0119922,2025-10-31,,21,부산광역시,부산BIS
BSB168590103,산상교회.비석문화마을,35.09974351,129.0121239,2025-10-31,,21,부산광역시,부산BIS
BSB168590104,세화어린이집,35.09888332,129.0147734,2025-10-31,,21,부산광역시,부산BIS
BSB168590105,아미동공영주차장,35.09901247,129.0134309,2025-10-31,,21,부산광역시,부산BIS
BSB168590106,아미청년회,35.09908473,129.0121164,2025-10-31,,21,부산광역시,부산BIS
BSB168590107,아미초등학교,35.09882022,129.0157726,2025-10-31,,21,부산광역시,부산BIS
BSB168590108,미화당슈퍼,35.09933001,129.0130313,2025-10-31,,21,부산광역시,부산BIS
BSB168590201,감천문화마을.부산교육역사관,35.09734615,129.0103338,2025-10-31,,21,부산광역시,부산BIS
